"연번","미디어타입","제목","장소명","장소타입","장소설명","영업시간","브레이크타임","휴무일","주소","위도","경도","전화번호","최종작성일"
"2555","show","놀라운 토요일","떡장인방앗간","restaurant","놀라운토요일 179회 수제떡볶이 맛집","매일 10시 - 23시","정보없음","연중무휴","부산광역시 부산진구 중앙대로692번길 21-3","35.1546527","129.060373","0507-1305-8871","2022-11-18"
"2556","show","놀라운 토요일","이원화구포국시","restaurant","놀라운토요일 220회 가오리회비빔국수 맛집","매일 09시 - 19시","정보없음","연중무휴","부산광역시 북구 구포시장1길 6","35.2089524","129.00366","051-333-9892","2022-11-18"
"2557","show","놀라운 토요일","로터리커피","restaurant","놀라운토요일 220회 술떡버터구이 맛집","월-토 10시 30분 - 21시 50분","정보없음","일요일","부산광역시 북구 금곡대로 3 1층","35.2104993","129.004939","0507-1345-4008","2022-11-18"
"2558","show","놀라운 토요일","보스식당","restaurant","놀라운토요일 220회 어묵전골 맛집","월-토 17시 - (익일) 00시 30분","정보없음","일요일","부산광역시 북구 만덕대로16번길 48 2층","35.2083912","129.007621","051-338-3200","2022-11-18"
"2559","show","놀라운 토요일","우에노421","restaurant","놀라운토요일 212회 로제파스타 맛집","매일 10시 - 21시","정보없음","연중무휴","서울특별시 강남구 테헤란로 231 조선팰리스호텔 지하2층 우에노421","37.5031929","127.041474","0507-1340-0189","2022-11-18"
"2560","show","놀라운 토요일","카페씨모","cafe","놀라운토요일 173회 버터스카치바 맛집","매일 11시 - 22시","정보없음","연중무휴","서울특별시 강동구 고덕로38길 69","37.5514626","127.142671","0507-1316-9957","2022-11-18"
"2561","show","놀라운 토요일","섹시한떡볶이 암사점","restaurant","놀라운토요일 148회 매운어묵 맛집","정보없음","정보없음","정보없음","서울특별시 강동구 상암로11길 11","37.5501452","127.128534","02-427-4333","2022-11-18"
"2562","show","놀라운 토요일","추남","restaurant","놀라운토요일 173회 등심돈가스, 떡볶이 맛집","평일 11시 - 20시, 토 11시 - 18시, 일11시 - 17시","14시 - 17시","연중무휴","서울특별시 강동구 양재대로 1622-4 1층","37.5502263","127.144298","02-6401-4268","2022-11-18"
"2563","show","놀라운 토요일","더상추","restaurant","놀라운토요일 173회 차돌된장전골 맛집","월-토 16시 30분 - (익일) 02시","정보없음","일요일","서울특별시 강동구 양재대로130길 11","37.5459294","127.143623",,"2022-11-18"
"2564","show","놀라운 토요일","암사고바우감자탕","restaurant","놀라운토요일 149회 콩비지뼈전골 맛집","매일 06시 - (익일) 02시","정보없음","연중무휴","서울특별시 강동구 올림픽로 812","37.5532892","127.128947","0507-1424-7763","2022-11-18"
"2565","show","놀라운 토요일","워더커피","cafe","놀라운토요일 176회 누네띠네스콘 맛집","화-일 09시 - 22시","정보없음","월요일","서울특별시 강북구 도봉로53길 16 KH하우스 1층","37.6268763","127.024843",,"2022-11-18"
"2566","show","놀라운 토요일","솥뚜껑웰빙보리밥","restaurant","놀라운토요일 176회 솥뚜껑보리밥 맛집","매일 11시 - 21시","정보없음","연중무휴","서울특별시 강북구 도봉로67길 18","37.630752","127.0229047","02-986-7571","2022-11-18"
"2567","show","놀라운 토요일","수유골목냉면 본점","restaurant","놀라운토요일 176회 명태회냉면 맛집","매일 11시 - 21시","정보없음","연중무휴","서울특별시 강북구 솔매로45길 92","37.630057","127.02404","0507-1402-6580","2022-11-18"
"2568","show","놀라운 토요일","육탕상점","restaurant","놀라운토요일 217회 차돌양지육탕 맛집","월-토 11시 30분 - 20시 30분","14시 30분 - 17시","일요일","서울특별시 강서구 강서로 148","37.5401769","126.841819","070-8777-3695","2022-11-18"
"2569","show","놀라운 토요일","모에뜨","cafe","놀라운토요일 132회 우유크림식빵 맛집","월-토 09시 - 21시 30분","정보없음","일요일","서울특별시 강서구 등촌로53길 10 천우네오젠아파트 101호","37.549556","126.863063","0507-1315-9940","2022-11-18"
"2570","show","놀라운 토요일","조선제일빵","cafe","놀라운토요일 217회 샐러드빵 맛집","월-토 11시 30분 - 20시","정보없음","일요일","서울특별시 강서구 초록마을로2길 48 1층","37.5432425","126.843487","02-6949-1899","2022-11-18"
"2571","show","놀라운 토요일","화곡영양족발","restaurant","놀라운토요일 217회 족발 맛집","매일 11시 10분 - 21시 30분(월요일은 포장만 가능)","정보없음","연중무휴","서울특별시 강서구 초록마을로2길 48 1층","37.5432425","126.843487","0507-1319-7914","2022-11-18"
"2572","show","놀라운 토요일","못골낙곱새","restaurant","놀라운토요일 147회 콩낙삼 맛집","매일 11시 30분 - 22시 30분","15시 - 16시","연중무휴","서울특별시 관악구 남부순환로 1936 1층","37.4766142","126.963951","02-6405-1977","2022-11-18"
"2573","show","놀라운 토요일","돈파스팔레","restaurant","놀라운토요일 147회 돈파스 맛집","수-월 12시 - 21시 30분","15시 - 17시","화요일","서울특별시 관악구 남부순환로 1947 1층","37.4765925","126.9653907","0507-1467-3365","2022-11-18"
"2574","show","놀라운 토요일","몽마베이커리","cafe","놀라운토요일 147회 샐러드빵 맛집","매일 07시 - 23시","정보없음","연중무휴","서울특별시 관악구 남부순환로248길 20","37.475155","126.965489","02-888-0403","2022-11-18"
"2575","show","놀라운 토요일","릴리베이커리","cafe","놀라운토요일 168회 크림치즈마늘빵 맛집","평일 11시 - 22시 20분, 주말 09시 30분 - 22시 20분","정보없음","연중무휴","서울특별시 광진구 능동로13길 21 1층","37.5429583","127.070689","02-469-0888","2022-11-18"
"2576","show","놀라운 토요일","어멍네고기국수","restaurant","놀라운토요일 168회 고사리육개장 맛집","월-토 11시 - 17시","정보없음","일요일","서울특별시 광진구 능동로13길 77","37.5450047","127.06879","02-467-5253","2022-11-18"
"2577","show","놀라운 토요일","무무요거트","cafe","놀라운토요일 225회 당근케이크그릭요거트 맛집","화-토 12시 - 20시","정보없음","월요일, 일요일","서울특별시 광진구 뚝섬로 613-1 2층","37.5384028","127.079499","02-447-5547","2022-11-18"
"2578","show","놀라운 토요일","페어이너프","restaurant","놀라운토요일 225회 게내장파스타 맛집","화-일 18시 - 23시","정보없음","월요일","서울특별시 광진구 뚝섬로 613-1 2층","37.5326284","127.078068","0507-1485-1171","2022-11-18"
"2579","show","놀라운 토요일","조현우국밥","restaurant","놀라운토요일 225회 돼지갈비탕 맛집","월-토 10시 - (익일) 01시","평일만 15시 - 18시","일요일","서울특별시 광진구 자양로13길 60 1층","37.5340048","127.081282","0507-1352-8638","2022-11-18"
"2580","show","놀라운 토요일","황가네맛있는포장마차","restaurant","놀라운토요일 193회 철판콩나물불고기 맛집","화-금 18시 - (익일) 03시, 주말 18시 - (익일) 04시","정보없음","월요일","서울특별시 구로구 경인로35길 131-25","37.5012932","126.851198",,"2022-11-18"
"2581","show","놀라운 토요일","고척종합어시장&포장전문점 고척점","restaurant","놀라운토요일 191회 우럭매운탕 맛집","매일 11시 - (익일) 02시","정보없음","연중무휴","서울특별시 구로구 고척로 137 1층","37.502741","126.849046","02-2617-7677","2022-11-18"
"2582","show","놀라운 토요일","도넛공방","cafe","놀라운토요일 192회 찐빵 맛집","월-토 08시 30분 - 17시 40분","정보없음","일요일, 3번째 화요일","서울특별시 구로구 고척로32길 4 1층 102호","37.5023086","126.84907","02-2615-3689","2022-11-18"
"2583","show","놀라운 토요일","일번옥","restaurant","놀라운토요일 163회 돼지갈비, 냉면 맛집","월-토 11시 - (익일) 03시, 일 11시 - 23시","정보없음","연중무휴","서울특별시 구로구 구로동로 96-2","37.4873031","126.88535","02-854-2092","2022-11-18"
"2584","show","놀라운 토요일","박가네 보리밥.손칼국수","restaurant","놀라운토요일 219회 바지락수제비 맛집","매일 10시 - 20시","정보없음","1번째 월요일","서울특별시 구로구 구로동로22길 23 1층","37.489583","126.885777","0507-1379-1682","2022-11-18"
"2585","show","놀라운 토요일","유진성원칼국수","restaurant","놀라운토요일 163회 고등어무조림 맛집","매일 11시 - 21시","정보없음","4번째 화요일","서울특별시 구로구 구로동로26길 65 2층","37.4900355","126.887811","0507-1482-5222","2022-11-18"
"2586","show","놀라운 토요일","로마니나과자점","cafe","놀라운토요일 163회 딸기생크림롤케이크 맛집","매일 07시 - 23시","정보없음","연중무휴","서울특별시 구로구 구로동로28길 2","37.4906719","126.884373","02-855-7641","2022-11-18"
"2587","show","놀라운 토요일","숯피우는남자","restaurant","놀라운토요일 219회 주꾸미양념구이 맛집","정보없음","정보없음","정보없음","서울특별시 구로구 구로동로28길 67","37.4910447","126.887844","0507-1364-1239","2022-11-18"
"2588","show","놀라운 토요일","희하당","cafe","놀라운토요일 219회 수제젤리, 티 맛집","평일 11시 30분 - 19시, 토 10시 - 14시","15시 30분 - 16시 30분","일요일(월,화,수 픽업만 가능)","서울특별시 구로구 도림로12길 20 101호","37.4865589","126.889094","0507-1312-2555","2022-11-18"
"2589","show","놀라운 토요일","진영면옥","restaurant","놀라운토요일 166회 양지곰탕 맛집","월-토 11시 - 21시","14시 30분 - 17시","일요일","서울특별시 금천구 가산로 22-5","37.4715493","126.900387","0507-1367-2383","2022-11-18"
"2590","show","놀라운 토요일","도넛 인사이드 도넛","cafe","놀라운토요일 166회 도넛 맛집","평일 12시 - 21시, 주말 13시 - 21시","정보없음","연중무휴","서울특별시 금천구 시흥대로141길 81 1층","37.4764771","126.8976283","0507-1320-3951","2022-11-18"
"2591","show","놀라운 토요일","시골파전","restaurant","놀라운토요일 166회 감자국수전, 꼬막무침 맛집","매일 10시 - 22시","정보없음","연중무휴","서울특별시 금천구 시흥대로142길 23","37.4733966","126.900611","02-831-9366","2022-11-18"
"2592","show","놀라운 토요일","청정꼬막","restaurant","놀라운토요일 186회 꼬막비빔밥 맛집","월-토 11시 30분 - 24시","정보없음","일요일","서울특별시 노원구 동일로173가길 108 1층","37.6231092","127.072361","0507-1327-0250","2022-11-18"
"2593","show","놀라운 토요일","리프노즈드아쉬지","cafe","놀라운토요일 186회 에끌레어 맛집","수-일 11시 - 20시","정보없음","월요일, 화요일","서울특별시 노원구 동일로178길 11-13 리프노즈드아쉬지","37.6217833","127.074761",,"2022-11-18"
"2594","show","놀라운 토요일","공도","restaurant","놀라운토요일 186회 치킨크림파스타 맛집","평일 11시 - 20시, 토 11시 - 14시 30분","14시 30분 - 17시","일요일","서울특별시 노원구 동일로178길 14 드림데시앙 1층 103호","37.6210801","127.075451","0507-1435-5890","2022-11-18"
"2595","show","놀라운 토요일","먹고을밥상","restaurant","놀라운토요일 213회 수육전골 맛집","매일 07시 - 22시","정보없음","연중무휴","서울특별시 도봉구 덕릉로 268","37.6411076","127.040687","02-902-0722","2022-11-18"
"2596","show","놀라운 토요일","창동할머니 토스트","restaurant","놀라운토요일 213회 토스트 맛집","목-화 11시 - 22시","정보없음","수요일","서울특별시 도봉구 덕릉로60다길 15 창동 562-15","37.6381346","127.039847","0507-1489-8810","2022-11-18"
"2597","show","놀라운 토요일","카페 매로우","cafe","놀라운토요일 213회 모카라떼, 흑임자라떼 맛집","매일 10시 30분 - 21시 30분","정보없음","연중무휴","서울특별시 도봉구 덕릉로60다길 34","37.6375853","127.039077","0507-1317-1038","2022-11-18"
"2598","show","놀라운 토요일","만두의정석","restaurant","놀라운토요일 141회 찐빵 맛집","월-토 11시 - 22시","정보없음","일요일","서울특별시 동작구 국사봉1길 45 1층","37.4992953","126.93094","02-6349-6349","2022-11-18"
"2599","show","놀라운 토요일","시래불고기 화풍정","restaurant","놀라운토요일 141회 시래기불고기 맛집","매일 11시 - 22시","정보없음","연중무휴","서울특별시 동작구 상도로 102 성대전통시장 2층","37.4998546","126.932025","02-814-3392","2022-11-18"
"2600","show","놀라운 토요일","상도면옥","restaurant","놀라운토요일 141회 사골떡만둣국 맛집","매일 10시 - 22시","정보없음","연중무휴","서울특별시 동작구 성대로1길 3","37.5004045","126.932488","02-823-5557","2022-11-18"
"2601","show","놀라운 토요일","달인꽈배기","cafe","놀라운토요일 133회 꽈배기 맛집","평일 07시 - 15시 30분, 토 07시 - 12시","정보없음","일요일","서울특별시 서대문구 통일로 205-3","37.5711998","126.960768","02-313-5419","2022-11-18"
